Barcode,Antibiotic,Site,Recommended,Percent Resistance
561,Amoxicillin/Clavulanate,Seattle Children's,NO,67
620,Amoxicillin/Clavulanate,Seattle Children's,NO,37
571,Amoxicillin/Clavulanate,Seattle Children's,NO,41
271,Amoxicillin/Clavulanate,Seattle Children's,NO,46
530,Amoxicillin/Clavulanate,Seattle Children's,YES,7
760,Amoxicillin/Clavulanate,Seattle Children's,YES,17
361,Amoxicillin/Clavulanate,Seattle Children's,NO,30
771,Amoxicillin/Clavulanate,Seattle Children's,NO,21
560,Amoxicillin/Clavulanate,Seattle Children's,NO,52
360,Amoxicillin/Clavulanate,Seattle Children's,NO,30
761,Amoxicillin/Clavulanate,Seattle Children's,NO,33
751,Amoxicillin/Clavulanate,Seattle Children's,NO,27
721,Amoxicillin/Clavulanate,Seattle Children's,YES,12
371,Amoxicillin/Clavulanate,Seattle Children's,NO,54
531,Amoxicillin/Clavulanate,Seattle Children's,NO,30
131,Amoxicillin/Clavulanate,Seattle Children's,YES,11
661,Amoxicillin/Clavulanate,Seattle Children's,YES,2
511,Amoxicillin/Clavulanate,Seattle Children's,YES,0
261,Amoxicillin/Clavulanate,Seattle Children's,YES,1
551,Amoxicillin/Clavulanate,Seattle Children's,YES,0
520,Amoxicillin/Clavulanate,Seattle Children's,YES,2
700,Amoxicillin/Clavulanate,Seattle Children's,YES,0
231,Amoxicillin/Clavulanate,Seattle Children's,YES,1
260,Amoxicillin/Clavulanate,Seattle Children's,NO,98
510,Amoxicillin/Clavulanate,Seattle Children's,NO,35
171,Amoxicillin/Clavulanate,Seattle Children's,NO,47
500,Amoxicillin/Clavulanate,Seattle Children's,YES,1
200,Amoxicillin/Clavulanate,Seattle Children's,NO,30
220,Amoxicillin/Clavulanate,Seattle Children's,NO,34
731,Amoxicillin/Clavulanate,Seattle Children's,YES,0
351,Amoxicillin/Clavulanate,Seattle Children's,YES,1
570,Amoxicillin/Clavulanate,Seattle Children's,NO,23
300,Amoxicillin/Clavulanate,Seattle Children's,NO,100
671,Amoxicillin/Clavulanate,Seattle Children's,NO,29
630,Amoxicillin/Clavulanate,Seattle Children's,NO,33
251,Amoxicillin/Clavulanate,Seattle Children's,NO,30
711,Amoxicillin/Clavulanate,Seattle Children's,YES,2
321,Amoxicillin/Clavulanate,Seattle Children's,NO,29
160,Amoxicillin/Clavulanate,Seattle Children's,NO,51
651,Amoxicillin/Clavulanate,Seattle Children's,NO,30
370,Amoxicillin/Clavulanate,Seattle Children's,NO,34
550,Amoxicillin/Clavulanate,Seattle Children's,YES,0
350,Amoxicillin/Clavulanate,Seattle Children's,NO,100
660,Amoxicillin/Clavulanate,Seattle Children's,NO,48
741,Amoxicillin/Clavulanate,Seattle Children's,NO,34
750,Amoxicillin/Clavulanate,Seattle Children's,NO,29
710,Amoxicillin/Clavulanate,Seattle Children's,NO,33
521,Amoxicillin/Clavulanate,Seattle Children's,NO,30
130,Amoxicillin/Clavulanate,Seattle Children's,NO,34
320,Amoxicillin/Clavulanate,Seattle Children's,NO,29
720,Amoxicillin/Clavulanate,Seattle Children's,NO,100
611,Amoxicillin/Clavulanate,Seattle Children's,NO,30
540,Amoxicillin/Clavulanate,Seattle Children's,NO,34
730,Amoxicillin/Clavulanate,Seattle Children's,NO,29
631,Amoxicillin/Clavulanate,Seattle Children's,NO,33
230,Amoxicillin/Clavulanate,Seattle Children's,NO,30
621,Amoxicillin/Clavulanate,Seattle Children's,NO,34
341,Amoxicillin/Clavulanate,Seattle Children's,NO,29
330,Amoxicillin/Clavulanate,Seattle Children's,NO,33
240,Amoxicillin/Clavulanate,Seattle Children's,NO,30
221,Amoxicillin/Clavulanate,Seattle Children's,NO,34
121,Amoxicillin/Clavulanate,Seattle Children's,NO,29
641,Amoxicillin/Clavulanate,Seattle Children's,NO,33
20,Amoxicillin/Clavulanate,Seattle Children's,NO,30
400,Amoxicillin/Clavulanate,Seattle Children's,NO,34
331,Amoxicillin/Clavulanate,Seattle Children's,NO,29
650,Amoxicillin/Clavulanate,Seattle Children's,NO,33
770,Amoxicillin/Clavulanate,Seattle Children's,NO,30
610,Amoxicillin/Clavulanate,Seattle Children's,NO,34
161,Amoxicillin/Clavulanate,Seattle Children's,NO,29
600,Amoxicillin/Clavulanate,Seattle Children's,NO,33
E. coli,Cephalexin,Seattle Children's,YES,15
561,Cephalexin,Seattle Children's,NO,58
620,Cephalexin,Seattle Children's,YES,17
571,Cephalexin,Seattle Children's,NO,21
271,Cephalexin,Seattle Children's,NO,24
530,Cephalexin,Seattle Children's,YES,19
760,Cephalexin,Seattle Children's,YES,9
361,Cephalexin,Seattle Children's,YES,19
771,Cephalexin,Seattle Children's,YES,3
560,Cephalexin,Seattle Children's,NO,27
360,Cephalexin,Seattle Children's,YES,5
761,Cephalexin,Seattle Children's,YES,18
751,Cephalexin,Seattle Children's,YES,12
721,Cephalexin,Seattle Children's,YES,2
371,Cephalexin,Seattle Children's,YES,11
531,Cephalexin,Seattle Children's,YES,1
131,Cephalexin,Seattle Children's,YES,0
661,Cephalexin,Seattle Children's,YES,2
511,Cephalexin,Seattle Children's,YES,0
261,Cephalexin,Seattle Children's,YES,1
551,Cephalexin,Seattle Children's,YES,0
520,Cephalexin,Seattle Children's,YES,2
700,Cephalexin,Seattle Children's,YES,0
231,Cephalexin,Seattle Children's,YES,1
260,Cephalexin,Seattle Children's,YES,0
510,Cephalexin,Seattle Children's,YES,2
171,Cephalexin,Seattle Children's,NO,47
500,Cephalexin,Seattle Children's,NO,100
200,Cephalexin,Seattle Children's,YES,15
220,Cephalexin,Seattle Children's,YES,19
731,Cephalexin,Seattle Children's,YES,0
351,Cephalexin,Seattle Children's,YES,1
570,Cephalexin,Seattle Children's,NO,23
300,Cephalexin,Seattle Children's,NO,100
671,Cephalexin,Seattle Children's,YES,14
630,Cephalexin,Seattle Children's,YES,18
251,Cephalexin,Seattle Children's,YES,15
711,Cephalexin,Seattle Children's,YES,2
321,Cephalexin,Seattle Children's,YES,14
160,Cephalexin,Seattle Children's,YES,1
651,Cephalexin,Seattle Children's,YES,15
370,Cephalexin,Seattle Children's,YES,19
550,Cephalexin,Seattle Children's,YES,0
350,Cephalexin,Seattle Children's,YES,1
660,Cephalexin,Seattle Children's,YES,0
741,Cephalexin,Seattle Children's,YES,19
750,Cephalexin,Seattle Children's,YES,14
710,Cephalexin,Seattle Children's,YES,18
521,Cephalexin,Seattle Children's,YES,15
130,Cephalexin,Seattle Children's,YES,19
320,Cephalexin,Seattle Children's,YES,14
720,Cephalexin,Seattle Children's,YES,1
611,Cephalexin,Seattle Children's,YES,15
540,Cephalexin,Seattle Children's,YES,19
730,Cephalexin,Seattle Children's,YES,14
631,Cephalexin,Seattle Children's,YES,18
230,Cephalexin,Seattle Children's,YES,15
621,Cephalexin,Seattle Children's,YES,19
341,Cephalexin,Seattle Children's,YES,14
330,Cephalexin,Seattle Children's,YES,18
240,Cephalexin,Seattle Children's,YES,15
221,Cephalexin,Seattle Children's,YES,19
121,Cephalexin,Seattle Children's,YES,14
641,Cephalexin,Seattle Children's,YES,18
20,Cephalexin,Seattle Children's,YES,15
400,Cephalexin,Seattle Children's,YES,19
331,Cephalexin,Seattle Children's,YES,14
650,Cephalexin,Seattle Children's,YES,18
770,Cephalexin,Seattle Children's,YES,15
610,Cephalexin,Seattle Children's,YES,19
161,Cephalexin,Seattle Children's,YES,14
600,Cephalexin,Seattle Children's,YES,18
E. coli,Ceftazidime,Seattle Children's,YES,9
561,Ceftazidime,Seattle Children's,NO,54
620,Ceftazidime,Seattle Children's,YES,4
571,Ceftazidime,Seattle Children's,YES,8
271,Ceftazidime,Seattle Children's,YES,13
530,Ceftazidime,Seattle Children's,YES,19
760,Ceftazidime,Seattle Children's,YES,0
361,Ceftazidime,Seattle Children's,YES,19
771,Ceftazidime,Seattle Children's,YES,3
560,Ceftazidime,Seattle Children's,YES,2
360,Ceftazidime,Seattle Children's,YES,0
761,Ceftazidime,Seattle Children's,YES,12
751,Ceftazidime,Seattle Children's,YES,12
721,Ceftazidime,Seattle Children's,YES,2
371,Ceftazidime,Seattle Children's,YES,11
531,Ceftazidime,Seattle Children's,YES,1
131,Ceftazidime,Seattle Children's,YES,0
661,Ceftazidime,Seattle Children's,YES,2
511,Ceftazidime,Seattle Children's,YES,0
261,Ceftazidime,Seattle Children's,YES,1
551,Ceftazidime,Seattle Children's,YES,0
520,Ceftazidime,Seattle Children's,YES,2
700,Ceftazidime,Seattle Children's,YES,0
231,Ceftazidime,Seattle Children's,YES,1
260,Ceftazidime,Seattle Children's,YES,0
510,Ceftazidime,Seattle Children's,YES,2
171,Ceftazidime,Seattle Children's,YES,0
500,Ceftazidime,Seattle Children's,NO,100
200,Ceftazidime,Seattle Children's,YES,9
220,Ceftazidime,Seattle Children's,YES,13
731,Ceftazidime,Seattle Children's,YES,0
351,Ceftazidime,Seattle Children's,YES,1
570,Ceftazidime,Seattle Children's,NO,23
300,Ceftazidime,Seattle Children's,NO,100
671,Ceftazidime,Seattle Children's,YES,8
630,Ceftazidime,Seattle Children's,YES,12
251,Ceftazidime,Seattle Children's,YES,9
711,Ceftazidime,Seattle Children's,YES,2
321,Ceftazidime,Seattle Children's,YES,8
160,Ceftazidime,Seattle Children's,YES,1
651,Ceftazidime,Seattle Children's,YES,9
370,Ceftazidime,Seattle Children's,YES,13
550,Ceftazidime,Seattle Children's,YES,0
350,Ceftazidime,Seattle Children's,YES,1
660,Ceftazidime,Seattle Children's,YES,0
741,Ceftazidime,Seattle Children's,YES,13
750,Ceftazidime,Seattle Children's,YES,8
710,Ceftazidime,Seattle Children's,YES,12
521,Ceftazidime,Seattle Children's,YES,9
130,Ceftazidime,Seattle Children's,YES,13
320,Ceftazidime,Seattle Children's,YES,8
720,Ceftazidime,Seattle Children's,YES,1
611,Ceftazidime,Seattle Children's,YES,9
540,Ceftazidime,Seattle Children's,YES,13
730,Ceftazidime,Seattle Children's,YES,8
631,Ceftazidime,Seattle Children's,YES,12
230,Ceftazidime,Seattle Children's,YES,9
621,Ceftazidime,Seattle Children's,YES,13
341,Ceftazidime,Seattle Children's,YES,8
330,Ceftazidime,Seattle Children's,YES,12
240,Ceftazidime,Seattle Children's,YES,9
221,Ceftazidime,Seattle Children's,YES,13
121,Ceftazidime,Seattle Children's,YES,8
641,Ceftazidime,Seattle Children's,YES,12
20,Ceftazidime,Seattle Children's,YES,9
400,Ceftazidime,Seattle Children's,YES,13
331,Ceftazidime,Seattle Children's,YES,8
650,Ceftazidime,Seattle Children's,YES,12
770,Ceftazidime,Seattle Children's,YES,9
610,Ceftazidime,Seattle Children's,YES,13
161,Ceftazidime,Seattle Children's,YES,8
600,Ceftazidime,Seattle Children's,YES,12
E. coli,ESBL,Seattle Children's,YES,8
561,ESBL,Seattle Children's,NO,49
620,ESBL,Seattle Children's,YES,4
571,ESBL,Seattle Children's,YES,1
271,ESBL,Seattle Children's,YES,17
530,ESBL,Seattle Children's,YES,13
760,ESBL,Seattle Children's,YES,5
361,ESBL,Seattle Children's,YES,7
771,ESBL,Seattle Children's,YES,7
560,ESBL,Seattle Children's,YES,2
360,ESBL,Seattle Children's,YES,0
761,ESBL,Seattle Children's,YES,11
751,ESBL,Seattle Children's,YES,0
721,ESBL,Seattle Children's,YES,2
371,ESBL,Seattle Children's,YES,0
531,ESBL,Seattle Children's,YES,1
131,ESBL,Seattle Children's,YES,0
661,ESBL,Seattle Children's,YES,2
511,ESBL,Seattle Children's,YES,0
261,ESBL,Seattle Children's,YES,1
551,ESBL,Seattle Children's,YES,0
520,ESBL,Seattle Children's,YES,2
700,ESBL,Seattle Children's,YES,0
231,ESBL,Seattle Children's,YES,1
260,ESBL,Seattle Children's,YES,0
510,ESBL,Seattle Children's,YES,2
171,ESBL,Seattle Children's,YES,0
500,ESBL,Seattle Children's,NO,100
200,ESBL,Seattle Children's,YES,8
220,ESBL,Seattle Children's,YES,11
731,ESBL,Seattle Children's,YES,0
351,ESBL,Seattle Children's,YES,1
570,ESBL,Seattle Children's,YES,0
300,ESBL,Seattle Children's,NO,100
671,ESBL,Seattle Children's,YES,7
630,ESBL,Seattle Children's,YES,11
251,ESBL,Seattle Children's,YES,8
711,ESBL,Seattle Children's,YES,2
321,ESBL,Seattle Children's,YES,7
160,ESBL,Seattle Children's,YES,1
651,ESBL,Seattle Children's,YES,8
370,ESBL,Seattle Children's,YES,11
550,ESBL,Seattle Children's,YES,0
350,ESBL,Seattle Children's,YES,1
660,ESBL,Seattle Children's,YES,0
741,ESBL,Seattle Children's,YES,11
750,ESBL,Seattle Children's,YES,7
710,ESBL,Seattle Children's,YES,11
521,ESBL,Seattle Children's,YES,8
130,ESBL,Seattle Children's,YES,11
320,ESBL,Seattle Children's,YES,7
720,ESBL,Seattle Children's,YES,1
611,ESBL,Seattle Children's,YES,8
540,ESBL,Seattle Children's,YES,11
730,ESBL,Seattle Children's,YES,7
631,ESBL,Seattle Children's,YES,11
230,ESBL,Seattle Children's,YES,8
621,ESBL,Seattle Children's,YES,11
341,ESBL,Seattle Children's,YES,7
330,ESBL,Seattle Children's,YES,11
240,ESBL,Seattle Children's,YES,8
221,ESBL,Seattle Children's,YES,11
121,ESBL,Seattle Children's,YES,7
641,ESBL,Seattle Children's,YES,11
20,ESBL,Seattle Children's,YES,8
400,ESBL,Seattle Children's,YES,11
331,ESBL,Seattle Children's,YES,7
650,ESBL,Seattle Children's,YES,11
770,ESBL,Seattle Children's,YES,8
610,ESBL,Seattle Children's,YES,11
161,ESBL,Seattle Children's,YES,7
600,ESBL,Seattle Children's,YES,11
E. coli,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,29
561,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,41
620,Trimethoprim/Sulfamethoxazole,Seattle Children's,YES,14
571,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,48
271,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,72
530,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,31
760,Trimethoprim/Sulfamethoxazole,Seattle Children's,YES,13
361,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,25
771,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,25
560,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,64
360,Trimethoprim/Sulfamethoxazole,Seattle Children's,YES,5
761,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,32
751,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,41
721,Trimethoprim/Sulfamethoxazole,Seattle Children's,YES,2
371,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,40
531,Trimethoprim/Sulfamethoxazole,Seattle Children's,YES,1
131,Trimethoprim/Sulfamethoxazole,Seattle Children's,YES,11
661,Trimethoprim/Sulfamethoxazole,Seattle Children's,YES,2
511,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,47
261,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,100
551,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,23
520,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,100
700,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,64
231,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,100
260,Trimethoprim/Sulfamethoxazole,Seattle Children's,YES,0
510,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,35
171,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,47
500,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,100
200,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,29
220,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,32
731,Trimethoprim/Sulfamethoxazole,Seattle Children's,YES,0
351,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,51
570,Trimethoprim/Sulfamethoxazole,Seattle Children's,YES,0
300,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,100
671,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,28
630,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,32
251,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,29
711,Trimethoprim/Sulfamethoxazole,Seattle Children's,YES,2
321,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,28
160,Trimethoprim/Sulfamethoxazole,Seattle Children's,YES,1
651,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,29
370,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,32
550,Trimethoprim/Sulfamethoxazole,Seattle Children's,YES,0
350,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,100
660,Trimethoprim/Sulfamethoxazole,Seattle Children's,YES,0
741,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,32
750,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,28
710,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,32
521,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,29
130,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,32
320,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,28
720,Trimethoprim/Sulfamethoxazole,Seattle Children's,YES,1
611,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,29
540,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,32
730,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,28
631,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,32
230,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,29
621,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,32
341,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,28
330,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,32
240,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,29
221,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,32
121,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,28
641,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,32
20,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,29
400,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,32
331,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,28
650,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,32
770,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,29
610,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,32
161,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,28
600,Trimethoprim/Sulfamethoxazole,Seattle Children's,NO,32
E. coli,Ciprofloxacin,Seattle Children's,YES,18
561,Ciprofloxacin,Seattle Children's,NO,88
620,Ciprofloxacin,Seattle Children's,YES,0
571,Ciprofloxacin,Seattle Children's,NO,88
271,Ciprofloxacin,Seattle Children's,YES,5
530,Ciprofloxacin,Seattle Children's,YES,2
760,Ciprofloxacin,Seattle Children's,YES,9
361,Ciprofloxacin,Seattle Children's,YES,7
771,Ciprofloxacin,Seattle Children's,YES,12
560,Ciprofloxacin,Seattle Children's,NO,27
360,Ciprofloxacin,Seattle Children's,YES,5
761,Ciprofloxacin,Seattle Children's,NO,21
751,Ciprofloxacin,Seattle Children's,YES,0
721,Ciprofloxacin,Seattle Children's,NO,22
371,Ciprofloxacin,Seattle Children's,YES,11
531,Ciprofloxacin,Seattle Children's,NO,30
131,Ciprofloxacin,Seattle Children's,YES,0
661,Ciprofloxacin,Seattle Children's,YES,2
511,Ciprofloxacin,Seattle Children's,NO,47
261,Ciprofloxacin,Seattle Children's,YES,1
551,Ciprofloxacin,Seattle Children's,YES,0
520,Ciprofloxacin,Seattle Children's,NO,100
700,Ciprofloxacin,Seattle Children's,NO,30
231,Ciprofloxacin,Seattle Children's,NO,51
260,Ciprofloxacin,Seattle Children's,YES,0
510,Ciprofloxacin,Seattle Children's,YES,2
171,Ciprofloxacin,Seattle Children's,YES,0
500,Ciprofloxacin,Seattle Children's,YES,1
200,Ciprofloxacin,Seattle Children's,YES,18
220,Ciprofloxacin,Seattle Children's,NO,21
731,Ciprofloxacin,Seattle Children's,YES,0
351,Ciprofloxacin,Seattle Children's,YES,1
570,Ciprofloxacin,Seattle Children's,YES,0
300,Ciprofloxacin,Seattle Children's,NO,100
671,Ciprofloxacin,Seattle Children's,YES,17
630,Ciprofloxacin,Seattle Children's,NO,21
251,Ciprofloxacin,Seattle Children's,YES,18
711,Ciprofloxacin,Seattle Children's,YES,2
321,Ciprofloxacin,Seattle Children's,YES,17
160,Ciprofloxacin,Seattle Children's,YES,1
651,Ciprofloxacin,Seattle Children's,YES,18
370,Ciprofloxacin,Seattle Children's,NO,21
550,Ciprofloxacin,Seattle Children's,YES,0
350,Ciprofloxacin,Seattle Children's,YES,1
660,Ciprofloxacin,Seattle Children's,YES,0
741,Ciprofloxacin,Seattle Children's,NO,21
750,Ciprofloxacin,Seattle Children's,YES,17
710,Ciprofloxacin,Seattle Children's,NO,21
521,Ciprofloxacin,Seattle Children's,YES,18
130,Ciprofloxacin,Seattle Children's,NO,21
320,Ciprofloxacin,Seattle Children's,YES,17
720,Ciprofloxacin,Seattle Children's,YES,1
611,Ciprofloxacin,Seattle Children's,YES,18
540,Ciprofloxacin,Seattle Children's,NO,21
730,Ciprofloxacin,Seattle Children's,YES,17
631,Ciprofloxacin,Seattle Children's,NO,21
230,Ciprofloxacin,Seattle Children's,YES,18
621,Ciprofloxacin,Seattle Children's,NO,21
341,Ciprofloxacin,Seattle Children's,YES,17
330,Ciprofloxacin,Seattle Children's,NO,21
240,Ciprofloxacin,Seattle Children's,YES,18
221,Ciprofloxacin,Seattle Children's,NO,21
121,Ciprofloxacin,Seattle Children's,YES,17
641,Ciprofloxacin,Seattle Children's,NO,21
20,Ciprofloxacin,Seattle Children's,YES,18
400,Ciprofloxacin,Seattle Children's,NO,21
331,Ciprofloxacin,Seattle Children's,YES,17
650,Ciprofloxacin,Seattle Children's,NO,21
770,Ciprofloxacin,Seattle Children's,YES,18
610,Ciprofloxacin,Seattle Children's,NO,21
161,Ciprofloxacin,Seattle Children's,YES,17
600,Ciprofloxacin,Seattle Children's,NO,21
E. coli,Nitrofurantoin,Seattle Children's,YES,9
561,Nitrofurantoin,Seattle Children's,YES,6
620,Nitrofurantoin,Seattle Children's,YES,14
571,Nitrofurantoin,Seattle Children's,YES,14
271,Nitrofurantoin,Seattle Children's,YES,6
530,Nitrofurantoin,Seattle Children's,NO,31
760,Nitrofurantoin,Seattle Children's,YES,1
361,Nitrofurantoin,Seattle Children's,YES,7
771,Nitrofurantoin,Seattle Children's,YES,0
560,Nitrofurantoin,Seattle Children's,YES,2
360,Nitrofurantoin,Seattle Children's,YES,0
761,Nitrofurantoin,Seattle Children's,YES,12
751,Nitrofurantoin,Seattle Children's,YES,12
721,Nitrofurantoin,Seattle Children's,NO,22
371,Nitrofurantoin,Seattle Children's,NO,40
531,Nitrofurantoin,Seattle Children's,NO,30
131,Nitrofurantoin,Seattle Children's,YES,11
661,Nitrofurantoin,Seattle Children's,YES,2
511,Nitrofurantoin,Seattle Children's,YES,0
261,Nitrofurantoin,Seattle Children's,YES,1
551,Nitrofurantoin,Seattle Children's,YES,0
520,Nitrofurantoin,Seattle Children's,YES,2
700,Nitrofurantoin,Seattle Children's,NO,30
231,Nitrofurantoin,Seattle Children's,YES,1
260,Nitrofurantoin,Seattle Children's,YES,0
510,Nitrofurantoin,Seattle Children's,NO,35
171,Nitrofurantoin,Seattle Children's,YES,0
500,Nitrofurantoin,Seattle Children's,YES,1
200,Nitrofurantoin,Seattle Children's,YES,9
220,Nitrofurantoin,Seattle Children's,YES,13
731,Nitrofurantoin,Seattle Children's,YES,0
351,Nitrofurantoin,Seattle Children's,YES,1
570,Nitrofurantoin,Seattle Children's,NO,23
300,Nitrofurantoin,Seattle Children's,NO,100
671,Nitrofurantoin,Seattle Children's,YES,8
630,Nitrofurantoin,Seattle Children's,YES,12
251,Nitrofurantoin,Seattle Children's,YES,9
711,Nitrofurantoin,Seattle Children's,YES,2
321,Nitrofurantoin,Seattle Children's,YES,8
160,Nitrofurantoin,Seattle Children's,YES,1
651,Nitrofurantoin,Seattle Children's,YES,9
370,Nitrofurantoin,Seattle Children's,YES,13
550,Nitrofurantoin,Seattle Children's,NO,30
350,Nitrofurantoin,Seattle Children's,YES,1
660,Nitrofurantoin,Seattle Children's,NO,48
741,Nitrofurantoin,Seattle Children's,YES,13
750,Nitrofurantoin,Seattle Children's,YES,8
710,Nitrofurantoin,Seattle Children's,YES,12
521,Nitrofurantoin,Seattle Children's,YES,9
130,Nitrofurantoin,Seattle Children's,YES,13
320,Nitrofurantoin,Seattle Children's,YES,8
720,Nitrofurantoin,Seattle Children's,YES,1
611,Nitrofurantoin,Seattle Children's,YES,9
540,Nitrofurantoin,Seattle Children's,YES,13
730,Nitrofurantoin,Seattle Children's,YES,8
631,Nitrofurantoin,Seattle Children's,YES,12
230,Nitrofurantoin,Seattle Children's,YES,9
621,Nitrofurantoin,Seattle Children's,YES,13
341,Nitrofurantoin,Seattle Children's,YES,8
330,Nitrofurantoin,Seattle Children's,YES,12
240,Nitrofurantoin,Seattle Children's,YES,9
221,Nitrofurantoin,Seattle Children's,YES,13
121,Nitrofurantoin,Seattle Children's,YES,8
641,Nitrofurantoin,Seattle Children's,YES,12
20,Nitrofurantoin,Seattle Children's,YES,9
400,Nitrofurantoin,Seattle Children's,YES,13
331,Nitrofurantoin,Seattle Children's,YES,8
650,Nitrofurantoin,Seattle Children's,YES,12
770,Nitrofurantoin,Seattle Children's,YES,9
610,Nitrofurantoin,Seattle Children's,YES,13
161,Nitrofurantoin,Seattle Children's,YES,8
600,Nitrofurantoin,Seattle Children's,YES,12
E. coli,Ampicillin,VA Minneapolis,NO,45
561,Ampicillin,VA Minneapolis,NO,82
620,Ampicillin,VA Minneapolis,NO,39
571,Ampicillin,VA Minneapolis,NO,59
271,Ampicillin,VA Minneapolis,NO,65
530,Ampicillin,VA Minneapolis,NO,44
760,Ampicillin,VA Minneapolis,YES,17
361,Ampicillin,VA Minneapolis,NO,42
771,Ampicillin,VA Minneapolis,NO,55
560,Ampicillin,VA Minneapolis,NO,92
360,Ampicillin,VA Minneapolis,NO,47
761,Ampicillin,VA Minneapolis,NO,34
751,Ampicillin,VA Minneapolis,YES,18
721,Ampicillin,VA Minneapolis,NO,35
371,Ampicillin,VA Minneapolis,NO,97
531,Ampicillin,VA Minneapolis,YES,1
131,Ampicillin,VA Minneapolis,NO,31
661,Ampicillin,VA Minneapolis,YES,18
511,Ampicillin,VA Minneapolis,NO,47
261,Ampicillin,VA Minneapolis,NO,34
551,Ampicillin,VA Minneapolis,YES,18
520,Ampicillin,VA Minneapolis,NO,47
700,Ampicillin,VA Minneapolis,NO,47
231,Ampicillin,VA Minneapolis,NO,48
260,Ampicillin,VA Minneapolis,YES,0
510,Ampicillin,VA Minneapolis,NO,22
171,Ampicillin,VA Minneapolis,NO,44
500,Ampicillin,VA Minneapolis,NO,100
200,Ampicillin,VA Minneapolis,NO,45
220,Ampicillin,VA Minneapolis,NO,49
731,Ampicillin,VA Minneapolis,YES,0
351,Ampicillin,VA Minneapolis,NO,100
570,Ampicillin,VA Minneapolis,NO,45
300,Ampicillin,VA Minneapolis,YES,2
671,Ampicillin,VA Minneapolis,NO,44
630,Ampicillin,VA Minneapolis,NO,51
251,Ampicillin,VA Minneapolis,NO,45
711,Ampicillin,VA Minneapolis,NO,52
321,Ampicillin,VA Minneapolis,NO,44
160,Ampicillin,VA Minneapolis,NO,48
651,Ampicillin,VA Minneapolis,YES,0
370,Ampicillin,VA Minneapolis,NO,49
550,Ampicillin,VA Minneapolis,YES,0
350,Ampicillin,VA Minneapolis,NO,48
660,Ampicillin,VA Minneapolis,NO,45
741,Ampicillin,VA Minneapolis,NO,49
750,Ampicillin,VA Minneapolis,NO,44
